,State,County,City,web,state,city,CityID
329, Vermont , Chittenden , Burlington ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=800821,vermont,burlington,328.0
330, Wisconsin , Kenosha , Kenosha ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=693395,wisconsin,kenosha,329.0
331, Iowa , Woodbury , Sioux City ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=810816,iowa,sioux city,330.0
332, Iowa , Black Hawk , Waterloo ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=674699,nonpartisan,"waterloo,iowa",331.0
333, Missouri , Cole , Jefferson City ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=808550,missouri,jefferson city,332.0
334, Nebraska , Hall , Grand Island ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=226332, nebraska,grand island,333.0
335, Maryland , Anne Arundel , Annapolis ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=790986,maryland,annapolis,334.0
336, West Virginia , Kanawha , Charleston ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=805334,west virginia,charleston,335.0
337, Alabama , Tuscaloosa , Tuscaloosa ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=561864,alabama,tuscaloosa,336.0
338, Kentucky , Warren , Bowling Green ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=748784,kentucky,bowling green,337.0
339, Kentucky , Franklin , Frankfort ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=766237,kentucky,frankfort,338.0
340, Mississippi , Harrison , Biloxi ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=788820,mississippi,biloxi,339.0
341, Mississippi , DeSoto , Southaven ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=785307,mississippi,Southaven,341.0
342, Washington , Thurston , Olympia ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=697508,washington,olympia,342.0
343, Arkansas , Washington , Fayetteville ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=634038,arkansas,Fayetteville,343.0
344, Louisiana , Calcasieu , Lake Charles ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=781475,Louisiana,lake charles,344.0
345, Nevada , Carson City , Carson ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=766245,nevada,carson city,345.0
346, Utah , Utah , Orem ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=635984,utah,orem,346.0
347, Wyoming , Laramie , Cheyenne ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=785918,wyoming,Cheyenne,347.0
348, Alaska , Fairbanks North Star , Fairbanks ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=735833,alaska,fairbanks,348.0
349, Alaska , Juneau , Juneau ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=817446,alaska,Juneau,349.0
350, Alaska , Sitka , Sitka ,http://www.ourcampaigns.com/RaceDetail.html?RaceID=746989,alaska,Sitka,350.0
